"동별(1)",동별(2),동별(3),2025,2025,2025,2025,2025,2025,2025,2025,2025
"동별(1)",동별(2),동별(3),장애정도별,장애정도별,장애정도별,장애정도별,장애정도별,장애정도별,장애정도별,장애정도별,장애정도별
"동별(1)",동별(2),동별(3),소계,소계,소계,심한 장애,심한 장애,심한 장애,심하지 않은 장애,심하지 않은 장애,심하지 않은 장애
"동별(1)",동별(2),동별(3),계,남자,여자,계,남자,여자,계,남자,여자
"합계",양천구,신월3동,999,617,382,307,198,109,692,419,273
"합계",양천구,신월4동,976,568,408,307,183,124,669,385,284
"합계",양천구,신월5동,734,418,316,241,149,92,493,269,224
"합계",양천구,신월6동,486,310,176,151,96,55,335,214,121
"합계",양천구,신월7동,1145,626,519,352,206,146,793,420,373
"합계",양천구,신정1동,533,312,221,173,114,59,360,198,162
"합계",양천구,신정2동,686,407,279,241,153,88,445,254,191
"합계",양천구,신정3동,2262,1284,978,814,478,336,1448,806,642
"합계",양천구,신정4동,1610,985,625,509,305,204,1101,680,421
"합계",양천구,신정6동,441,255,186,156,93,63,285,162,123
"합계",양천구,신정7동,1418,744,674,439,257,182,979,487,492
"합계",양천구,기타,-,-,-,-,-,-,-,-,-
"합계",영등포구,소계,14774,8709,6065,4582,2888,1694,10192,5821,4371
"합계",영등포구,영등포본동,1057,671,386,317,201,116,740,470,270
"합계",영등포구,영등포동,945,621,324,327,234,93,618,387,231
"합계",영등포구,여의동,809,446,363,312,183,129,497,263,234
"합계",영등포구,당산1동,756,451,305,229,150,79,527,301,226
"합계",영등포구,당산2동,891,522,369,277,163,114,614,359,255
"합계",영등포구,도림동,938,557,381,304,195,109,634,362,272
"합계",영등포구,문래동,901,552,349,284,181,103,617,371,246
"합계",영등포구,양평1동,650,374,276,196,119,77,454,255,199
"합계",영등포구,양평2동,582,357,225,181,126,55,401,231,170
"합계",영등포구,신길1동,880,507,373,284,172,112,596,335,261
"합계",영등포구,신길3동,840,505,335,266,171,95,574,334,240
"합계",영등포구,신길4동,623,350,273,206,123,83,417,227,190
"합계",영등포구,신길5동,564,334,230,158,102,56,406,232,174
"합계",영등포구,신길6동,744,410,334,227,137,90,517,273,244
"합계",영등포구,신길7동,571,334,237,201,132,69,370,202,168
"합계",영등포구,대림1동,893,503,390,253,155,98,640,348,292
"합계",영등포구,대림2동,902,495,407,214,130,84,688,365,323
"합계",영등포구,대림3동,1225,720,505,346,214,132,879,506,373
"합계",영등포구,기타,3,-,3,-,-,-,3,-,3
"합계",용산구,소계,6695,3951,2744,2310,1427,883,4385,2524,1861
"합계",용산구,후암동,673,381,292,272,157,115,401,224,177
"합계",용산구,용산2가동,418,236,182,141,78,63,277,158,119
"합계",용산구,남영동,455,342,113,178,136,42,277,206,71
"합계",용산구,청파동,754,444,310,263,159,104,491,285,206
"합계",용산구,원효로1동,441,260,181,167,104,63,274,156,118
"합계",용산구,원효로2동,443,260,183,152,86,66,291,174,117
"합계",용산구,효창동,339,178,161,101,63,38,238,115,123
"합계",용산구,용문동,428,233,195,142,75,67,286,158,128
"합계",용산구,한강로동,460,280,180,149,94,55,311,186,125
"합계",용산구,이촌1동,494,293,201,168,109,59,326,184,142
"합계",용산구,이촌2동,289,169,120,91,57,34,198,112,86
"합계",용산구,이태원1동,196,118,78,65,39,26,131,79,52
