addr,clCd,clCdNm,cmdcGdrCnt,cmdcIntnCnt,cmdcResdntCnt,cmdcSdrCnt,detyGdrCnt,detyIntnCnt,detyResdntCnt,detySdrCnt,drTotCnt,emdongNm,estbDd,hospUrl,mdeptGdrCnt,mdeptIntnCnt,mdeptResdntCnt,mdeptSdrCnt,pnursCnt,postNo,sgguCd,sgguCdNm,sidoCd,sidoCdNm,telno,XPos,YPos,yadmNm,ykiho
"서울특별시 강남구 논현로93길 3, 호양빌딩 2,3,4,5,6층 (역삼동)",31,의원,0,0,0,0,0,0,0,0,2,역삼동,20210823,,1,0,0,1,0,6132,110001,강남구,110000,서울,02-564-7588,127.0359135,37.5018619,역삼생생본의원·한의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzExIyQxIyQ3IyQ3OSQ0NjE0ODEjNDEjJDEjJDQjJDgz
"서울특별시 강남구 논현로 327, 2층 (역삼동)",31,의원,0,0,0,0,0,0,0,0,1,역삼동,20061116,,0,0,0,1,0,6248,110001,강남구,110000,서울,02-539-0078,127.0396202,37.4944701,역삼성모내과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ4OSQyNjEyMjIjNjEjJDEjJDgjJDgz
"서울특별시 강남구 논현로64길 22, 형인빌딩 2층 (역삼동)",31,의원,0,0,0,0,0,0,0,0,1,역삼동,19940620,,0,0,0,1,0,6231,110001,강남구,110000,서울,561-2435,127.0422731,37.493567,역삼의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQxIyQ5OSQyNjE4MzIjNTEjJDEjJDYjJDgz
"서울특별시 강남구 논현로 503, 701호 (역삼동, 송촌빌딩)",31,의원,0,0,0,0,0,0,0,0,1,역삼동,20120726,http://yeoksamlee-ent.co.kr,0,0,0,1,0,6132,110001,강남구,110000,서울,02-564-5647,127.0363876,37.50127,역삼이창훈이비인후과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQ2MiQzNjEyMjIjNDEjJDEjJDgjJDgz
"서울특별시 강서구 공항대로 269-15, 힐스테이트에코마곡 3층 309, 310호 (마곡동)",31,의원,0,0,0,0,0,0,0,0,1,마곡동,20170516,,0,0,0,1,0,7803,110003,강서구,110000,서울,02-2658-3696,126.8372423,37.5596114,연두이비인후과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzExIyQxIyQzIyQ3MiQyNjE0ODEjNjEjJDEjJDAjJDgz
"서울특별시 은평구 연서로 253-9, (불광동)",31,의원,0,0,0,0,0,0,0,0,1,불광동,20130215,,0,0,0,1,0,3345,110015,은평구,110000,서울,02-3157-0119,126.9228457,37.6201724,연서정형외과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ2MiQzNjE4MzIjODEjJDEjJDIjJDgz
"서울특별시 광진구 천호대로 635, 2.3층 (중곡동)",31,의원,0,0,0,0,0,0,0,0,1,중곡동,19910206,http://,0,0,0,1,0,4931,110023,광진구,110000,서울,02-455-0063,127.0883333,37.5540967,연세.모던피부과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ3OSQyNjE0ODEjNjEjJDEjJDgjJDgz
"서울특별시 관악구 과천대로 939, 르메이에르강남타운2 306,307,308호 (남현동)",31,의원,0,0,0,0,0,0,0,0,1,남현동,20181218,http://www.ysmi.co.kr,0,0,0,1,0,8807,110004,관악구,110000,서울,02-547-2876,126.9814601,37.4743938,연세365산부인과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQ1IyQwMyQyNjEyMjIjNjEjJDEjJDQjJDgz
"서울특별시 양천구 신월로 282, 2층 (신정동)",31,의원,0,0,0,0,0,0,0,0,2,신정동,20080425,,0,0,0,2,0,8058,110020,양천구,110000,서울,02-2699-0365,126.8521735,37.5210694,연세365소아청소년과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ5OSQyNjE4MzIjNDEjJDEjJDgjJDgz
"서울특별시 서대문구 통일로 397, 305호 (홍제동)",31,의원,0,0,0,0,0,0,0,0,2,홍제동,20100211,,0,0,0,2,0,3730,110010,서대문구,110000,서울,02-733-1365,126.9473067,37.5852499,연세365의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ2MiQzNjE4MzIjNDEjJDEjJDgjJDgz
"서울특별시 중랑구 사가정로 393, 사가정역 103,104호호 (면목동)",31,의원,0,0,0,0,0,0,0,0,1,면목동,20260212,,0,0,0,1,0,2228,110019,중랑구,110000,서울,02-6941-0942,127.088439,37.5807946,연세365의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQwMyQyNjEwMDIjNzEjJDEjJDgjJDgz
"서울특별시 양천구 목동동로 293, 현대41타워 2층 205호 (목동)",31,의원,0,0,0,0,0,0,0,0,1,목동,20191126,,0,0,0,1,0,7997,110020,양천구,110000,서울,02-2655-2000,126.8757769,37.5281774,연세41피부과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQxIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
"서울특별시 송파구  오금로 507, (거여동)",31,의원,0,0,0,0,0,0,0,0,1,거여동,20121231,,0,0,0,1,0,5768,110018,송파구,110000,서울,02-3461-8275,127.1451931,37.4932394,연세SM피부과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQ4MiQ0NjE0ODEjNTEjJDEjJDYjJDgz
"서울특별시 관악구 시흥대로 570, 5층 501호 (신림동)",31,의원,0,0,0,0,0,0,0,0,1,신림동,20100107,,0,0,0,1,0,8769,110004,관악구,110000,서울,02-866-9229,126.9024876,37.4835533,연세W산부인과의원(구로점),JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzQxIyQxIyQ3IyQxMyQzNjE0ODEjNDEjJDEjJDQjJDgz
"서울특별시 금천구 가산디지털1로 171, 가산 에스케이 브이원 센터 2층 205호 (가산동)",31,의원,0,0,0,0,0,0,0,0,1,가산동,20190322,,0,0,0,1,0,8503,110025,금천구,110000,서울,02-6267-2670,126.8806788,37.4807624,연세가산산부인과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQ4OSQyNjE0ODEjNTEjJDEjJDIjJDgz
"서울특별시 금천구 가산디지털1로 171, 가산 에스케이 브이원 센터 220호 (가산동)",31,의원,0,0,0,0,0,0,0,0,3,가산동,20180516,,0,0,0,3,0,8503,110025,금천구,110000,서울,02-6954-0707,126.8806788,37.4807624,연세가산숲정신건강의학과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzMxIyQyIyQzIyQwMCQyNjEyMjIjODEjJDEjJDIjJDgz
"서울특별시 성동구 용답중앙13길 2, (용답동)",31,의원,0,0,0,0,0,0,0,0,1,용답동,19951213,,0,0,0,1,0,4804,110011,성동구,110000,서울,02-2214-1717,127.0521285,37.5644742,연세가정의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQwMyQ0NjE0ODEjNjEjJDEjJDQjJDgz
"서울특별시 금천구 시흥대로 153, (시흥동)",31,의원,0,0,0,0,0,0,0,0,1,시흥동,19970509,,0,0,0,1,0,8638,110025,금천구,110000,서울,02-893-2001,126.9028769,37.4476527,연세가정의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQ4OSQzNjEyMjIjNDEjJDEjJDQjJDgz
"서울특별시 관악구 관악로40길 47, 1동 409호 (봉천동, 현대상가)",31,의원,0,0,0,0,0,0,0,0,1,봉천동,19981112,,0,0,0,1,0,8730,110004,관악구,110000,서울,02-883-7575,126.9589265,37.4919945,연세가정의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQ3IyQ3MiQzNjE4MzIjNjEjJDEjJDAjJDgz
"서울특별시 은평구 증산로3길 6, 2층 (증산동, 비자림빌딩)",31,의원,0,0,0,0,0,0,0,0,2,증산동,20010109,,0,0,0,2,0,3500,110015,은평구,110000,서울,02-306-8112,126.9056006,37.5808189,연세가정의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQyIyQxIyQwMCQzNjE0ODEjNzEjJDEjJDgjJDgz
"서울특별시 광진구 면목로 130, 2층 (중곡동)",31,의원,0,0,0,0,0,0,0,0,1,중곡동,20010609,,0,0,0,1,0,4910,110023,광진구,110000,서울,463-0875,127.0809185,37.5649837,연세가정의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQwMyQyNjEwMDIjODEjJDEjJDIjJDgz
"서울특별시 서대문구 이화여대8길 62, (북아현동)",31,의원,0,0,0,0,0,0,0,0,1,북아현동,20030804,,0,0,0,1,0,3769,110010,서대문구,110000,서울,02-392-6122,126.9502937,37.5592794,연세가정의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ5OSQyNjE0ODEjNzEjJDEjJDgjJDgz
"서울특별시 송파구 새말로 134, 2층 (문정동)",31,의원,0,0,0,0,0,0,0,0,1,문정동,19910126,,0,0,0,1,0,5810,110018,송파구,110000,서울,02-400-7450,127.1288467,37.4829913,연세가정의학과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQzIyQ5MiQyNjE4MzIjNjEjJDEjJDQjJDgz
"서울특별시 성북구 보국문로 168, (정릉동)",31,의원,0,0,0,0,0,0,0,0,2,정릉동,19920219,,0,0,0,2,0,2701,110012,성북구,110000,서울,02-919-5455,127.0028923,37.6171167,연세가정의학과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQyIyQzIyQwMCQzNjEwMDIjNjEjJDEjJDgjJDgz
"서울특별시 용산구 한강대로 69, 207호 (한강로2가, 용산푸르지오써밋)",31,의원,0,0,0,0,0,0,0,0,1,한강로2가,20181214,,0,0,0,1,0,4378,110014,용산구,110000,서울,02-792-7582,126.9651744,37.5273235,연세가정의학과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQxIyQxMyQ0NjE0ODEjNjEjJDEjJDQjJDgz
"서울특별시 동작구 양녕로 189, (상도동)",31,의원,0,0,0,0,0,0,0,0,1,상도동,19960307,,0,0,0,1,0,7048,110008,동작구,110000,서울,02-823-0816,126.9434564,37.4982163,연세가정의학과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ1IyQ4MiQyNjE0ODEjNDEjJDEjJDgjJDgz
"서울특별시 서대문구 연희로 42, 재이손빌딩 201호 (연희동)",31,의원,0,0,0,0,0,0,0,0,1,연희동,20000922,,0,0,0,1,0,3781,110010,서대문구,110000,서울,02-323-9869,126.9278837,37.5623704,연세가정의학과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQ3OSQzNjE0ODEjODEjJDEjJDYjJDgz
"서울특별시 서초구 강남대로 381, 303호 (서초동, 두산베어스텔)",31,의원,0,0,0,0,0,0,0,0,1,서초동,20010912,http://www.mydr1234.co.kr,0,0,0,1,0,6620,110021,서초구,110000,서울,02-3463-7114,127.0277221,37.4966918,연세가정의학과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzQxIyQxIyQ3IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
"서울특별시 영등포구 영등포로64길 8, 201호 (신길동, 우성상가)",31,의원,0,0,0,0,0,0,0,0,1,신길동,20020225,,0,0,0,1,0,7317,110013,영등포구,110000,서울,02-834-9826,126.9168348,37.5142062,연세가정의학과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEyMjIjNzEjJDEjJDgjJDgz
"서울특별시 은평구 연서로 1, 2층 (역촌동)",31,의원,0,0,0,0,0,0,0,0,1,역촌동,20080520,,0,0,0,1,0,3421,110015,은평구,110000,서울,02-356-5325,126.9153628,37.5992691,연세가정의학과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ5OSQyNjEyMjIjNTEjJDEjJDIjJDgz
"서울특별시 강서구 양천로59길 46, 106호 (가양동, 대일빌딩)",31,의원,0,0,0,0,0,0,0,0,1,가양동,20100701,,0,0,0,1,0,7532,110003,강서구,110000,서울,02-3665-1977,126.8600427,37.5610449,연세가족의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQ5MiQzNjE4MzIjNjEjJDEjJDQjJDgz
"서울특별시 강남구 논현로 509, 5층 (역삼동)",31,의원,0,0,0,0,0,0,0,0,1,역삼동,19960401,http://www.yonseigangnam.com/,0,0,0,1,0,6132,110001,강남구,110000,서울,02-568-5005,127.036116,37.5019299,연세강남비뇨기과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQ4OSQzNjE4MzIjODEjJDEjJDYjJDgz
"서울특별시 강남구 테헤란로 401, 남경센타 10층 1호 (삼성동)",31,의원,0,0,0,0,0,0,0,0,1,삼성동,20241004,,0,0,0,1,0,6162,110001,강남구,110000,서울,02-562-6713,127.0491606,37.5049841,연세강남정형외과의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQ4MiQzNjE4MzIjODEjJDEjJDYjJDgz
"서울특별시 서초구 신반포로 177, 3동 3층 (잠원동, 반포쇼핑상가)",31,의원,0,0,0,0,0,0,0,0,1,잠원동,20080303,,0,0,0,1,0,6512,110021,서초구,110000,서울,3482-0875,127.0034174,37.5060987,연세강내과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQ5MiQyNjEyMjIjNjEjJDEjJDgjJDgz
"서울특별시 강동구 천호대로 1027, 4층 (천호동)",31,의원,0,0,0,0,0,0,0,0,1,천호동,19880503,,0,0,0,1,0,5329,110002,강동구,110000,서울,02-478-1070,127.1263956,37.5381084,연세강신경과정신과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ3OSQ0NjEwMDIjNDEjJDEjJDgjJDgz
"서울특별시 강남구 언주로30길 10, 현대비전21 209호 (도곡동)",31,의원,0,0,0,0,0,0,0,0,1,도곡동,20080225,,0,0,0,1,0,6295,110001,강남구,110000,서울,02-3462-8275,127.0515994,37.4872723,연세강의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQ5OSQ0NjE0ODEjODEjJDEjJDYjJDgz
"서울특별시 강남구 삼성로 14, 4층 410호 (개포동, 개포자이 프레지던스)",31,의원,0,0,0,0,0,0,0,0,2,개포동,20230719,,0,0,0,2,0,6331,110001,강남구,110000,서울,02-445-8875,127.0716058,37.4851086,연세개포재활의학과의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzExIyQxIyQzIyQ5MiQzNjE4MzIjNDEjJDEjJDgjJDgz
"서울특별시 노원구 동일로 1077, 스테이션빌 빌딩 4층 (공릉동)",31,의원,0,0,0,0,0,0,0,0,2,공릉동,20160401,,0,0,0,2,0,1852,110022,노원구,110000,서울,975-1400,127.0724707,37.6260625,연세거뜬정형외과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzMxIyQxIyQzIyQ3MiQyNjE0ODEjNDEjJDEjJDgjJDgz
"서울특별시 강남구 봉은사로 129, 거평타운오피스텔 지하1층 (논현동)",31,의원,0,0,0,0,0,0,0,0,2,논현동,20260201,,0,0,0,2,0,6121,110001,강남구,110000,서울,02-517-7112,127.028339,37.5059195,연세거평의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQwMyQzNjE0ODEjNjEjJDEjJDAjJDgz
"서울특별시 성북구 종암로 110, 종암대평빌딩 4층 (종암동)",31,의원,0,0,0,0,0,0,0,0,2,종암동,20231219,,0,0,0,2,0,2797,110012,성북구,110000,서울,02-918-7575,127.0343406,37.6000941,연세건강드림내과의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQwMyQ0NjEwMDIjODEjJDEjJDIjJDgz
"서울특별시 관악구 보라매로 12, 4층 (봉천동)",31,의원,0,0,0,0,0,0,0,0,2,봉천동,20070821,http://www.byhim4u.com/index.asp,0,0,0,2,0,8722,110004,관악구,110000,서울,02-875-7596,126.9277574,37.4904929,연세건강한내과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ4MiQzNjEyMjIjNTEjJDEjJDIjJDgz
"서울특별시 강북구 도봉로 196, (미아동)",31,의원,0,0,0,0,0,0,0,0,1,미아동,20111215,http://www.shoulderfriends.co.kr,0,0,0,1,0,1157,110024,강북구,110000,서울,02-988-0063,127.0265993,37.6261604,연세견우정형외과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQyIyQxIyQwMCQ0NjE0ODEjNjEjJDEjJDgjJDgz
"서울특별시 강남구 테헤란로 401, 남경센타 10층 2호 (삼성동)",31,의원,0,0,0,0,0,0,0,0,2,삼성동,20220317,,0,0,0,2,0,6162,110001,강남구,110000,서울,02-6952-9449,127.0491606,37.5049841,연세고른숨이비인후과의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQxIyQ1IyQxMyQyNjE4MzIjNzEjJDEjJDgjJDgz
"서울특별시 서대문구 독립문로14길 3, 서대문센트레빌 단지내상가 2층 202, 205호 (냉천동)",31,의원,0,0,0,0,0,0,0,0,1,냉천동,20110908,,0,0,0,1,0,3746,110010,서대문구,110000,서울,02-365-5875,126.9639873,37.5668145,연세고운가정의학과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ2MiQzNjE4MzIjNTEjJDEjJDYjJDgz
"서울특별시 영등포구 여의대방로 95, 태창빌딩 2층 1호 (신길동)",31,의원,0,0,0,0,0,0,0,0,1,신길동,20181220,,0,0,0,1,0,7433,110013,영등포구,110000,서울,02-833-9549,126.9171529,37.4976542,연세고운미의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQwMyQ0NjE0ODEjNjEjJDEjJDgjJDgz
"서울특별시 관악구 난곡로 197, 3층 (신림동)",31,의원,0,0,0,0,0,0,0,0,2,신림동,20150406,,0,0,0,2,0,8858,110004,관악구,110000,서울,02-837-2300,126.9189819,37.4725428,연세고운피부과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQwMyQzNjE0ODEjNjEjJDEjJDQjJDgz
"서울특별시 송파구 백제고분로 275, 2층 일부(오른쪽끝)호 (석촌동)",31,의원,0,0,0,0,0,0,0,0,1,석촌동,20230118,,0,0,0,1,0,5613,110018,송파구,110000,서울,02-425-7277,127.0973444,37.5027812,연세고은의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzUxIyQxIyQxIyQxMyQyNjEyMjIjNDEjJDEjJDgjJDgz
"서울특별시 영등포구 도신로 120, 6층 (신길동, 신영빌딩)",31,의원,0,0,0,0,0,0,0,0,1,신길동,20170228,,0,0,0,1,0,7383,110013,영등포구,110000,서울,02-835-2527,126.9054304,37.5082152,연세골드의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQ2MiQ0NjEwMDIjNTEjJDEjJDIjJDgz
"서울특별시 서초구 방배로 226, 넥센강남타워 3층 (방배동)",31,의원,0,0,0,0,0,0,0,0,5,방배동,20060616,,0,0,0,5,0,6584,110021,서초구,110000,서울,02-596-4585,126.9904635,37.4933795,연세곰돌이소아청소년과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQ3OSQzNjE4MzIjNTEjJDEjJDYjJDgz
"서울특별시 구로구 디지털로 300, 지밸리비즈플라자 지하층 B110,B112호 (구로동)",31,의원,0,0,0,0,0,0,0,0,1,구로동,20210323,,0,0,0,1,0,8379,110005,구로구,110000,서울,02-6952-0812,126.8965381,37.4849271,연세공감마취통증의학과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQ2MiQzNjE0ODEjNjEjJDEjJDQjJDgz
"서울특별시 중구 남대문로9길 40, 센터플레이스(Center Place) 3층 (다동)",31,의원,0,0,0,0,0,0,0,0,2,다동,20191217,,0,0,0,2,0,4522,110017,중구,110000,서울,02-6410-0210,126.9803692,37.5670959,연세공감마취통증의학과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQxIyQ5OSQzNjE0ODEjNTEjJDEjJDYjJDgz
"서울특별시 강남구 선릉로 823, 5층 (신사동)",31,의원,0,0,0,0,0,0,0,0,1,신사동,20241029,https://www.gonggamclinic.com,0,0,0,1,0,6018,110001,강남구,110000,서울,02-2135-4181,127.0393899,37.5256156,연세공감마취통증의학과의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQ5OSQyNjEwMDIjNzEjJDEjJDgjJDgz
"서울특별시 동작구 동작대로 109, 하나은행 3층 302호 (사당동)",31,의원,0,0,0,0,0,0,0,0,3,사당동,20220322,,0,0,0,3,0,7008,110008,동작구,110000,서울,02-532-5350,126.981683,37.4863038,연세공감정신건강의학과의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQxIyQ5IyQ3OSQyNjE0ODEjNTEjJDEjJDYjJDgz
"서울특별시 서초구 서초중앙로 125, 로이어즈타워 4층 (서초동)",31,의원,0,0,0,0,0,0,0,0,2,서초동,20221202,,0,0,0,2,0,6644,110021,서초구,110000,서울,02-533-0119,127.0134514,37.4929935,연세공감정형외과 의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzUxIyQxIyQxIyQwMyQzNjE0ODEjNDEjJDEjJDQjJDgz
"서울특별시 서대문구 신촌로37길 10, 1001호 (북아현동)",31,의원,0,0,0,0,0,0,0,0,1,북아현동,20141226,www.geye.co.kr,0,0,0,1,0,3758,110010,서대문구,110000,서울,02-312-2020,126.957128,37.5576821,연세광안과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQwMyQ0NjEwMDIjNTEjJDEjJDYjJDgz
"서울특별시 동작구 상도로 13, (대방동)",31,의원,0,0,0,0,0,0,0,0,1,대방동,20220708,,0,0,0,1,0,6955,110008,동작구,110000,서울,02-3280-0375,126.9220559,37.5000866,연세광정신건강의학과의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQ3OSQ0NjE0ODEjNDEjJDEjJDgjJDgz
"서울특별시 종로구 새문안로 91, 광화문 고려빌딩 3층 (신문로1가)",31,의원,0,0,0,0,0,0,0,0,1,신문로1가,20170529,,0,0,0,1,0,3182,110016,종로구,110000,서울,02-735-0602,126.974762,37.5704971,연세광화문정신건강의학과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzExIyQxIyQzIyQxMyQyNjE0ODEjNTEjJDEjJDYjJDgz
"서울특별시 송파구 중대로 105, 가락 ID TOWER 201~203, 301, 303호 (가락동)",31,의원,0,0,0,0,0,0,0,0,6,가락동,20190228,,0,0,0,6,0,5719,110018,송파구,110000,서울,02-6954-7525,127.1200406,37.4935764,연세국민건강내과소아청소년과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzUxIyQxIyQxIyQ4MiQzNjE0ODEjNjEjJDEjJDQjJDgz
"서울특별시 마포구 양화로 45, 합정역 지하1층 108호 117호 (합정동)",31,의원,0,0,0,0,0,0,0,0,2,합정동,20230306,,0,0,0,2,0,4027,110009,마포구,110000,서울,02-332-3233,126.9131909,37.5492592,연세굿닥터의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQ4OSQzNjEwMDIjNTEjJDEjJDYjJDgz
"서울특별시 송파구 올림픽로 289, 잠실시그마타워 4층 (신천동)",31,의원,0,0,0,0,0,0,0,0,1,신천동,20250826,,0,0,0,1,0,5510,110018,송파구,110000,서울,02-6475-1234,127.1025391,37.5145775,연세굿샘내과의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQyIyQ1IyQwMCQ0NjE0ODEjNjEjJDEjJDQjJDgz
"서울특별시 서초구 서초대로 327, 2,3층 (서초동)",31,의원,0,0,0,0,0,0,0,0,1,서초동,20140326,,0,0,0,1,0,6606,110021,서초구,110000,서울,02-525-2900,127.0172938,37.4950367,연세굿초이스정형외과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzMxIyQyIyQzIyQwMCQzNjE4MzIjODEjJDEjJDIjJDgz
"서울특별시 서초구 반포대로 291, 원베일리 스퀘어 4층 430~433호 (반포동)",31,의원,0,0,0,0,0,0,0,0,1,반포동,20240111,,0,0,0,1,0,6506,110021,서초구,110000,서울,02-6951-5185,126.9995048,37.5049309,연세권아름성장의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ3OSQyNjEwMDIjNDEjJDEjJDgjJDgz
"서울특별시 영등포구 양평로 129, (양평동5가)",31,의원,0,0,0,0,0,0,0,0,1,양평동5가,20100104,http://www.clinicgreen.co.kr/,0,0,0,1,0,7207,110013,영등포구,110000,서울,02-2633-0075,126.8932731,37.5379399,연세그린의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQxIyQ5OSQ0NjE0ODEjNTEjJDEjJDIjJDgz
"서울특별시 노원구 상계로1길 38, 금문 3층 전체호 (상계동)",31,의원,0,0,0,0,0,0,0,0,1,상계동,20191022,,0,0,0,1,0,1693,110022,노원구,110000,서울,02-930-2500,127.0617128,37.6577232,연세기린의원노원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQ4MiQyNjE4MzIjODEjJDEjJDIjJDgz
"서울특별시 강남구 역삼로 247, 홍진빌딩 2층 (역삼동)",31,의원,0,0,0,0,0,0,0,0,1,역삼동,20181121,,0,0,0,1,0,6225,110001,강남구,110000,서울,02-3454-1715,127.0431669,37.4979648,연세기쁜내과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzExIyQxIyQzIyQwMyQzNjE4MzIjNjEjJDEjJDAjJDgz
"서울특별시 성북구 화랑로 103, 2층 2호 (하월곡동)",31,의원,0,0,0,0,0,0,0,0,1,하월곡동,20071002,,0,0,0,1,0,2752,110012,성북구,110000,서울,02-402-0600,127.0430081,37.603697,연세기쁨이비인후과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ3OSQ0NjEwMDIjNTEjJDEjJDIjJDgz
