사용월,노선명,역명,역명정규화,station_key,운행엘리베이터보유여부,운행엘리베이터수,엘리베이터연결층,엘리베이터설치위치,운행휠체어리프트보유여부,운행휠체어리프트수,휠체어리프트운행구간,휠체어리프트설치위치,안전발판보유여부,안전발판수,휠체어접근가능화장실보유여부,장애인화장실설치위치,장애인화장실층
2025-12,4호선,삼각지(전쟁기념관)(전쟁기념관),삼각지(전쟁기념관)(전쟁기념관),4호선|삼각지(전쟁기념관)(전쟁기념관),1,5,"내부#1 | 지하B2→지하B1 | 숙대입구 방면4-3; 내부#2 | 지하B2→지하B1 | 신용산 방면7-2; 외부#3 | 지하B1→지상1 | 3번 출입구; 외부#1 | 지하B1→지상1 | 1,2번 출입구; 외부#2 | 지하B1→지상1 | 5,6번 출입구","숙대입구 방면4-3; 신용산 방면7-2; 3번 출입구; 1,2번 출입구; 5,6번 출입구",0,0,없음,없음,1,1,1,게이트 내부 신용산측,B1
2025-12,4호선,상계,상계,4호선|상계,1,1,"외부#1 | 지상1→지상2 | 대합실(1,2번 출입구 사이)","대합실(1,2번 출입구 사이)",1,2,내부1 | 지상2→지상3 | 당고개 방면3-1; 내부2 | 지상2→지상3 | 노원 방면8-3,당고개 방면3-1; 노원 방면8-3,1,1,1,2층 대합실 (나)개집표기 내부,2
2025-12,4호선,서울역,서울,4호선|서울,1,2,"외부#1 | 지하B1→지상1 | 12번 출입구; 내부#1 | 지하B2→지하B1 | 회현 방면9-1,숙대입구 방면2-4","12번 출입구; 회현 방면9-1,숙대입구 방면2-4",0,0,없음,없음,1,1,1,"14번 출입구  옆, 11번 출입구 물품보관함 건너편",B1
2025-12,4호선,성신여대입구(돈암),성신여대입구(돈암),4호선|성신여대입구(돈암),1,4,외부#2 | 지하B1→지상1 | 2번 출입구; 내부#1 | 지하B2→지하B1 | 길음 방면8-2; 내부#2 | 지하B2→지하B1 | 한성대입구 방면3-4; 외부#1 | 지하B1→지상1 | 3번 출입구,2번 출입구; 길음 방면8-2; 한성대입구 방면3-4; 3번 출입구,0,0,없음,없음,1,1,1,지하1층 고객 안내부스에서 10m 안쪽,B1
2025-12,4호선,숙대입구(갈월),숙대입구(갈월),4호선|숙대입구(갈월),1,3,내부#1 | 지하B2→지하B1 | 서울역(4) 방면8-1; 내부#2 | 지하B2→지하B1 | 삼각지 방면3-3; 외부#1 | 지하B1→지상1 | 10번 출입구,서울역(4) 방면8-1; 삼각지 방면3-3; 10번 출입구,0,0,없음,없음,1,1,1,B1 (가)대합실과 (나)대합실 연결통로 가운데,B1
2025-12,4호선,신용산,신용산,4호선|신용산,1,4,내부#1 | 지하B1→지하B2 | 삼각지 방면8-2; 내부#2 | 지하B1→지하B2 | 이촌 방면3-2; 외부#1 | 지하B2→지상1 | 1번 출입구; 외부#2 | 지하B1→지상1 | 4번 출입구,삼각지 방면8-2; 이촌 방면3-2; 1번 출입구; 4번 출입구,0,0,없음,없음,1,1,1,지하1층 삼각지측,B1
2025-12,4호선,충무로,충무로,4호선|충무로,1,4,"내부#3 | 지하B4→지하B2 | 을지로3가 방면7-4,동대입구 방면4-1; 내부#1 | 지하B3→지하B1 | 동대문역사문화공원 방면8-1; 내부#2 | 지하B3→지하B1 | 명동 방면3-3; 외부#1 | 지하B1→지상1 | 7번 출입구","을지로3가 방면7-4,동대입구 방면4-1; 동대문역사문화공원 방면8-1; 명동 방면3-3; 7번 출입구",0,0,없음,없음,1,1,1,"지하2층 3,4,5,6,7번 출입구쪽,개집표기 내부",B2
2025-12,4호선,한성대입구(삼선교),한성대입구(삼선교),4호선|한성대입구(삼선교),1,3,"외부#1 | 지하B1→지상1 | 3,4번 출입구 사이; 외부#2 | 지하B1→지상1 | 5번 출입구; 내부#1 | 지하B2→지하B1 | 성신여대입구 방면6-1,길음 방면5-4","3,4번 출입구 사이; 5번 출입구; 성신여대입구 방면6-1,길음 방면5-4",0,0,없음,없음,1,1,1,"1번 출입구방향, (가)개집표기 쪽(개집표기 외부)",B1
2025-12,4호선,혜화,혜화,4호선|혜화,1,4,내부#1 | 지하B2→지하B1 | 한성대입구 방면7-4; 내부#2 | 지하B2→지하B1 | 동대문(4) 방면3-4; 외부1 | 지하B1→지상1 | 2번 출입구; 외부2 | 지하B1→지상1 | 3번 출입구,한성대입구 방면7-4; 동대문(4) 방면3-4; 2번 출입구; 3번 출입구,0,0,없음,없음,1,1,1,(지하1층 3번 출입구 방면),B1
2025-12,4호선,회현(남대문시장),회현(남대문시장),4호선|회현(남대문시장),1,2,"내부#1 | 지하B4→지하B1 | 서울역 방면1-4,명동 방면10-1; 외부#1 | 지하B1→지상1 | 3,4,5번 출입구 중심","서울역 방면1-4,명동 방면10-1; 3,4,5번 출입구 중심",0,0,없음,없음,1,1,1,개집표기 내부 지하2층,B2
2025-12,5호선,개롱,개롱,5호선|개롱,1,3,"1 | 지하B1→지하B2 | 오금 방면5-1; 2 | 지하B1→지하B2 | 거여 방면4-4; 3 | 지하B1→지상1 | 3,4번 출입구 사이","오금 방면5-1; 거여 방면4-4; 3,4번 출입구 사이",0,0,없음,없음,0,0,1,"1,4번호 출입구 사이",B1
2025-12,5호선,거여,거여,5호선|거여,1,3,1 | 지하B1→지하B2 | 개롱 방면6-2; 2 | 지하B1→지하B2 | 마천 방면3-2; 3 | 지하B1→지상1 | 2번 출입구,개롱 방면6-2; 마천 방면3-2; 2번 출입구,0,0,없음,없음,1,1,1,대합실 1층 8번 출입구 앞,B1
2025-12,5호선,공덕,공덕,5호선|공덕,1,2,1 | 지하B3→지하B1 | 환승통로(애오개 방면8-4 마포 방면1-1); 2 | 지하B1→지상1 | 2번 출입구,환승통로(애오개 방면8-4 마포 방면1-1); 2번 출입구,0,0,없음,없음,1,1,1,대합실 1층 3번 출입구 앞,B1
2025-12,5호선,광나루(장신대),광나루(장신대),5호선|광나루(장신대),1,3,1 | 지하B2→지하B3 | 아차산 방면5-1; 2 | 지하B2→지하B3 | 천호 방면4-4; 3 | 지하B2→지상1 | 1번 출입구; 4 | 지하B1→지상1 | 3번 출입구,아차산 방면5-1; 천호 방면4-4; 1번 출입구; 3번 출입구,1,1,1 | 지하B1→지하B2 | 대합실,대합실,1,1,1,지하1층,B1
2025-12,5호선,광화문(세종문화회관),광화문(세종문화회관),5호선|광화문(세종문화회관),1,2,"2 | 지하B2→지하B4 | 서대문 방면1-1,종로3가 방면8-4; 1 | 지하B2→지상1 | 서대문 방면1-1, 종로3가 방면8-4","서대문 방면1-1,종로3가 방면8-4; 서대문 방면1-1, 종로3가 방면8-4",0,0,없음,없음,1,1,1,세종측 대합실 지하1층,B1
2025-12,5호선,군자(능동),군자(능동),5호선|군자(능동),1,3,"1 | 지하B3→지하B1 | 장한평 방면5-3, 아차산 방면4-1; 2 | 지하B3→지하B1 | 장한평 방면4-3, 아차산 방면5-1; 3 | 지하B1→지상1 | 4번 출입구","장한평 방면5-3, 아차산 방면4-1; 장한평 방면4-3, 아차산 방면5-1; 4번 출입구",0,0,없음,없음,1,1,1,지하1층 대합실 (가)개집표기 앞,B1
2025-12,5호선,길동,길동,5호선|길동,1,3,1 | 지하B2→지하B3 | 강동 방면5-1; 2 | 지하B2→지하B3 | 굽은다리 방면4-4; 3 | 지하B1→지하BM2 | 대합실(1번 출입구 세븐일레븐 옆),강동 방면5-1; 굽은다리 방면4-4; 대합실(1번 출입구 세븐일레븐 옆),0,0,없음,없음,0,0,1,대합실 지하1층 3번 출입구 옆,B1
2025-12,5호선,답십리,답십리,5호선|답십리,1,4,3 | 지하B2→지상1 | 2번 출입구; 4 | 지하B2→지상1 | 6번 출입구; 1 | 지하B2→지하B3 | 마장 방면4-4; 2 | 지하B2→지하B3 | 장한평 방면5-1,2번 출입구; 6번 출입구; 마장 방면4-4; 장한평 방면5-1,1,1,1 | 지하B1→지하B1 | 대합실,대합실,1,1,0,"B1층 5,6번 출입구 방향",B1
2025-12,5호선,마곡,마곡,5호선|마곡,1,5,"5 | 지하B1→지상1 | 3번 출입구; 6 | 지하B1→지상1 | 4,5번 출입구 사이; 1 | 지하B1→지하B2 | 송정 방면4-4; 2 | 지하B1→지하B2 | 발산 방면5-1; 3 | 지하B1→지상1 | 1번 출입구; 4 | 지하B1→지상1 | 6,7번 출입구 사이","3번 출입구; 4,5번 출입구 사이; 송정 방면4-4; 발산 방면5-1; 1번 출입구; 6,7번 출입구 사이",0,0,없음,없음,0,0,1,지하1층 대합실 2번 출입구 하단,B1
2025-12,5호선,마장,마장,5호선|마장,1,3,3 | 지하B2→지상1 | 2번 출입구; 1 | 지하B2→지하B3 | 왕십리 방면4-4; 2 | 지하B2→지하B3 | 답십리 방면5-1,2번 출입구; 왕십리 방면4-4; 답십리 방면5-1,0,0,없음,없음,0,0,1,지하2층 대합실,B2
2025-12,5호선,마천,마천,5호선|마천,1,3,2 | 지하B1→지하B4 | 거여 방면4-3; 3 | 지상1→지하B1 | 1번 출입구; 1 | 지하B4→지하B2 | 마천 방면5-2,거여 방면4-3; 1번 출입구; 마천 방면5-2,0,0,없음,없음,0,0,1,대합실 지하1층 1번 출입구 방향에서우측 코너,B1
2025-12,5호선,마포,마포,5호선|마포,1,2,"1 | 지하B1→지하B5 | 여의나루 방면5-1, 공덕 방면4-4; 2 | 지하B1→지상1 | 2번 출입구","여의나루 방면5-1, 공덕 방면4-4; 2번 출입구",0,0,없음,없음,1,1,1,대합실 1층 토니모리좌측,B1
2025-12,5호선,목동,목동,5호선|목동,1,3,1 | 지하B1→지하B2 | 신정 방면5-1; 2 | 지하B1→지하B2 | 오목교 방면4-4; 3 | 지하B1→지상1 | 5번 출입구,신정 방면5-1; 오목교 방면4-4; 5번 출입구,0,0,없음,없음,1,1,1,대합실 지하1층 7번 출입구 옆,B1
2025-12,5호선,방이,방이,5호선|방이,1,4,1 | 지하B1→지하B2 | 올림픽공원 방면4-4; 2 | 지하B1→지하B2 | 오금 방면5-1; 3 | 지하B1→지상1 | 3번 출입구; 4 | 지하B1→지상1 | 1번 출입구,올림픽공원 방면4-4; 오금 방면5-1; 3번 출입구; 1번 출입구,0,0,없음,없음,0,0,1,"대합실 지하1층 3,4번 출입구방향",B1
2025-12,5호선,서대문,서대문,5호선|서대문,1,3,"1 | 지하B1→지하B4 | 충정로 방면3-2, 광화문 방면6-3; 2 | 지하B1→지상1 | 2번 출입구; 3 | 지하BM1→지상1 | 5,6번 출입구 사이","충정로 방면3-2, 광화문 방면6-3; 2번 출입구; 5,6번 출입구 사이",0,0,없음,없음,1,1,1,"지하1층 대합실 1, 2번 출입구 내려와서 왼쪽",B1
2025-12,5호선,송정,송정,5호선|송정,1,4,1 | 지하B2→지하B3 | 김포공항 방면5-1; 2 | 지하B2→지하B3 | 마곡 방면5-1; 3 | 지하B2→지상1 | 2번 출입구; 4 | 지하B1→지상1 | 3번 출입구,김포공항 방면5-1; 마곡 방면5-1; 2번 출입구; 3번 출입구,0,0,없음,없음,1,1,1,대합실 2층 ES 1호기 앞,B2
2025-12,5호선,신정(은행정),신정(은행정),5호선|신정(은행정),1,2,1 | 지하B2→지하B3 | 까치산 방면8-1; 2 | 지하B2→지하B3 | 목동 방면1-4,까치산 방면8-1; 목동 방면1-4,0,0,없음,없음,1,1,1,"2,3번 출입구 지하 (가)대합실 운임지역 내부",B2
